Player,Mode,Team,Event,Vs Who,Date,Group / Bracket,Map ID,Series ID,Map,Result,Role,Kills,Death,K/D,Plus / Minus,Hill Time,Assists,% of Team Kills,% of Team Deaths
MeTTalZz,HP,TOR,LW,MIN,1/26/2020,G,#00048,#00012,Azhir,L,Flex,21.0,29.0,0.72,-8.0,22,-,19.1%,20.9%
Priestahh,HP,ATL,LW,NY,1/26/2020,G,#00041,#00011,Gun Runner,W,Flex,27.0,30.0,0.9,-3.0,94,-,16.6%,20.4%
Priestahh,HP,ATL,LW,NY,1/26/2020,G,#00044,#00011,St Petro,W,Flex,23.0,20.0,1.15,3.0,40,-,17.4%,23.8%
Rated,HP,LON,LW,PAR,1/26/2020,G,#00035,#00009,Rammaza,L,Flex,17.0,18.0,0.94,-1.0,84,-,16.2%,14.9%
Scump,HP,CHI,LW,OGLA,1/26/2020,G,#00038,#00010,Azhir,W,SMG,30.0,32.0,0.94,-2.0,42,-,19.9%,22.4%
Shockz,HP,PAR,LW,LON,1/26/2020,G,#00035,#00009,Rammaza,W,Flex,22.0,23.0,0.96,-1.0,21,-,18.2%,21.9%
SiLLY,HP,MIN,LW,TOR,1/26/2020,G,#00048,#00012,Azhir,W,Flex,30.0,23.0,1.3,7.0,37,-,21.4%,20.7%
SiLLY,HP,MIN,LW,TOR,1/26/2020,G,#00045,#00012,Hackney,W,Flex,27.0,26.0,1.04,1.0,76,-,19.7%,18.7%
Simp,HP,ATL,LW,NY,1/26/2020,G,#00041,#00011,Gun Runner,W,SMG,41.0,29.0,1.41,12.0,66,-,25.2%,19.7%
Simp,HP,ATL,LW,NY,1/26/2020,G,#00044,#00011,St Petro,W,SMG,39.0,12.0,3.25,27.0,47,-,29.5%,14.3%
Skrapz,HP,LON,LW,PAR,1/26/2020,G,#00035,#00009,Rammaza,L,Flex,18.0,26.0,0.69,-8.0,36,-,17.1%,21.5%
Slasher,HP,OGLA,LW,CHI,1/26/2020,G,#00038,#00010,Azhir,L,AR,30.0,31.0,0.97,-1.0,36,-,21.0%,20.4%
Temp,HP,NY,LW,ATL,1/26/2020,G,#00041,#00011,Gun Runner,L,SMG,30.0,32.0,0.94,-2.0,32,-,20.4%,19.6%
Temp,HP,NY,LW,ATL,1/26/2020,G,#00044,#00011,St Petro,L,SMG,18.0,23.0,0.78,-5.0,24,-,21.4%,17.4%
TJHaly,HP,OGLA,LW,CHI,1/26/2020,G,#00038,#00010,Azhir,L,SMG,22.0,34.0,0.65,-12.0,46,-,15.4%,22.4%
wuskin,HP,LON,LW,PAR,1/26/2020,G,#00035,#00009,Rammaza,L,AR,21.0,19.0,1.11,2.0,67,-,20.0%,15.7%
Zed,HP,PAR,LW,LON,1/26/2020,G,#00035,#00009,Rammaza,W,SMG,18.0,18.0,1.0,0.0,43,-,14.9%,17.1%
Zer0,HP,NY,LW,ATL,1/26/2020,G,#00041,#00011,Gun Runner,L,Flex,28.0,30.0,0.93,-2.0,83,-,19.0%,18.4%
Zer0,HP,NY,LW,ATL,1/26/2020,G,#00044,#00011,St Petro,L,Flex,15.0,27.0,0.56,-12.0,25,-,17.9%,20.5%
ZooMaa,HP,NY,LW,ATL,1/26/2020,G,#00041,#00011,Gun Runner,L,SMG,33.0,39.0,0.85,-6.0,3,-,22.4%,23.9%
ZooMaa,HP,NY,LW,ATL,1/26/2020,G,#00044,#00011,St Petro,L,SMG,19.0,26.0,0.73,-7.0,17,-,22.6%,19.7%
Accuracy,HP,NY,LON,LON,2/8/2020,G,#00067,#00018,Rammaza,W,AR,13.0,17.0,0.76,-4.0,152,,11.0%,15.0%
Accuracy,HP,NY,LON,PAR,2/8/2020,G,#00085,#00022,Rammaza,L,AR,26.0,20.0,1.3,6.0,96,,20.0%,18.0%
ACHES,HP,LAG,LON,CHI,2/8/2020,G,#00056,#00015,Gun Runner,L,FLEX,20.0,28.0,0.71,-8.0,43,,18.0%,20.0%
ACHES,HP,LAG,LON,SEA,2/8/2020,G,#00075,#00019,Gun Runner,L,FLEX,23.0,41.0,0.56,-18.0,57,,16.0%,24.0%
ACHES,HP,LAG,LON,SEA,2/8/2020,G,#00072,#00019,St Petro,W,FLEX,17.0,23.0,0.74,-6.0,78,,14.0%,20.0%
Apathy,HP,SEA,LON,DAL,2/8/2020,G,#00053,#00014,Gun Runner,L,SMG,35.0,36.0,0.97,-1.0,4,,23.0%,22.0%
Apathy,HP,SEA,LON,LAG,2/8/2020,G,#00075,#00019,Gun Runner,W,SMG,35.0,28.0,1.25,7.0,42,,20.0%,19.0%
Apathy,HP,SEA,LON,DAL,2/8/2020,G,#00081,#00021,Gun Runner,L,SMG,31.0,26.0,1.19,5.0,59,,24.0%,20.0%
Apathy,HP,SEA,LON,DAL,2/8/2020,G,#00084,#00021,St Petro,L,SMG,31.0,23.0,1.35,8.0,38,,28.0%,21.0%
Apathy,HP,SEA,LON,LAG,2/8/2020,G,#00072,#00019,St Petro,L,SMG,24.0,23.0,1.04,1.0,48,,21.0%,19.0%
AquA,HP,LAG,LON,CHI,2/8/2020,G,#00056,#00015,Gun Runner,L,AR,26.0,27.0,0.96,-1.0,40,,23.0%,19.0%
AquA,HP,LAG,LON,SEA,2/8/2020,G,#00075,#00019,Gun Runner,L,AR,37.0,35.0,1.06,2.0,21,,26.0%,20.0%
AquA,HP,LAG,LON,SEA,2/8/2020,G,#00072,#00019,St Petro,W,AR,33.0,23.0,1.43,10.0,44,,27.0%,20.0%
Arcitys,HP,CHI,LON,DAL,2/8/2020,G,#00063,#00017,Gun Runner,W,Flex,26.0,26.0,1.0,0.0,23,,18.0%,22.0%
Arcitys,HP,CHI,LON,DAL,2/8/2020,G,#00066,#00017,St Petro,W,FLEX,25.0,24.0,1.04,1.0,70,,19.0%,22.0%
Arcitys,HP,CHI,LON,LAG,2/8/2020,G,#00056,#00015,Gun Runner,W,Flex,23.0,23.0,1.0,0.0,53,,16.0%,20.0%
Arcitys,HP,CHI,LON,DAL,2/8/2020,B,#00098,#00025,Azhir,W,Flex,32.0,22.0,1.45,10.0,59,,21.0%,15.0%
Arcitys,HP,CHI,LON,PAR,2/8/2020,B,#00096,#00024,Gun Runner,L,Flex,29.0,35.0,0.83,-6.0,110,,20.0%,21.0%
Arcitys,HP,CHI,LON,PAR,2/8/2020,B,#00093,#00024,Hackney,L,Flex,14.0,31.0,0.45,-17.0,38,,12.0%,21.0%
Attach,HP,NY,LON,PAR,2/8/2020,G,#00049,#00013,Hackney,W,FLEX,30.0,27.0,1.11,3.0,8,,22.0%,22.0%
Attach,HP,NY,LON,PAR,2/8/2020,G,#00052,#00013,St Petro,W,FLEX,24.0,16.0,1.5,8.0,77,,24.0%,21.0%
Attach,HP,NY,LON,LON,2/8/2020,G,#00067,#00018,Rammaza,W,FLEX,24.0,24.0,1.0,0.0,56,,20.0%,21.0%
Attach,HP,NY,LON,LON,2/8/2020,G,#00070,#00018,Hackney,L,FLEX,20.0,22.0,0.91,-2.0,6,,20.0%,17.0%
Attach,HP,NY,LON,PAR,2/8/2020,G,#00085,#00022,Rammaza,L,FLEX,24.0,21.0,1.14,3.0,25,,19.0%,19.0%
Bance,HP,TOR,LON,LON,2/8/2020,G,#00059,#00016,Rammaza,L,FLEX,25.0,27.0,0.93,-2.0,61,,20.0%,23.0%
Bance,HP,TOR,LON,LON,2/8/2020,G,#00062,#00016,Azhir,L,FLEX,24.0,25.0,0.96,-1.0,20,,19.0%,19.0%
Bance,HP,TOR,LON,PAR,2/8/2020,G,#00077,#00020,Gun Runner,W,FLEX,35.0,25.0,1.4,10.0,89,,24.0%,20.0%
Bance,HP,TOR,LON,PAR,2/8/2020,G,#00080,#00020,Hackney,L,FLEX,20.0,25.0,0.8,-5.0,8,,25.0%,20.0%
Cammy,HP,TOR,LON,LON,2/8/2020,G,#00062,#00016,Azhir,L,FLEX,32.0,26.0,1.23,6.0,23,,25.0%,20.0%
Cammy,HP,TOR,LON,LON,2/8/2020,G,#00059,#00016,Rammaza,L,FLEX,25.0,24.0,1.04,1.0,31,,20.0%,20.0%
Cammy,HP,TOR,LON,PAR,2/8/2020,G,#00077,#00020,Gun Runner,W,FLEX,29.0,31.0,0.94,-2.0,29,,20.0%,25.0%
Cammy,HP,TOR,LON,PAR,2/8/2020,G,#00080,#00020,Hackney,L,FLEX,20.0,26.0,0.77,-6.0,30,,25.0%,21.0%
Classic,HP,TOR,LON,LON,2/8/2020,G,#00062,#00016,Azhir,L,SMG,27.0,28.0,0.96,-1.0,67,,21.0%,22.0%
Classic,HP,TOR,LON,LON,2/8/2020,G,#00059,#00016,Rammaza,L,SMG,26.0,24.0,1.08,2.0,135,,21.0%,20.0%
Classic,HP,TOR,LON,PAR,2/8/2020,G,#00077,#00020,Gun Runner,W,SMG,36.0,26.0,1.38,10.0,91,,25.0%,21.0%
Classic,HP,TOR,LON,PAR,2/8/2020,G,#00080,#00020,Hackney,L,SMG,12.0,30.0,0.4,-18.0,0,,15.0%,24.0%
Clayster,HP,DAL,LON,SEA,2/8/2020,G,#00053,#00014,Gun Runner,W,AR,29.0,23.0,1.26,6.0,68,,17.0%,15.0%
Clayster,HP,DAL,LON,CHI,2/8/2020,G,#00063,#00017,Gun Runner,L,AR,25.0,24.0,1.04,1.0,25,,21.0%,17.0%
Clayster,HP,DAL,LON,CHI,2/8/2020,G,#00066,#00017,St Petro,L,AR,24.0,22.0,1.09,2.0,44,,22.0%,17.0%
Clayster,HP,DAL,LON,CHI,2/8/2020,B,#00098,#00025,Azhir,L,AR,39.0,24.0,1.63,15.0,106,,26.0%,16.0%
Clayster,HP,DAL,LON,SEA,2/8/2020,G,#00081,#00021,Gun Runner,W,AR,28.0,23.0,1.22,5.0,61,,21.0%,18.0%
Clayster,HP,DAL,LON,LON,2/8/2020,B,#00088,#00023,Rammaza,L,AR,26.0,21.0,1.24,5.0,55,,22.0%,16.0%
Clayster,HP,DAL,LON,SEA,2/8/2020,G,#00084,#00021,St Petro,W,AR,25.0,24.0,1.04,1.0,25,,23.0%,21.0%
Clayster,HP,DAL,LON,LON,2/8/2020,B,#00091,#00023,Hackney,W,AR,21.0,21.0,1.0,0.0,0,,18.0%,18.0%
Crimsix,HP,DAL,LON,SEA,2/8/2020,G,#00053,#00014,Gun Runner,W,FLEX,37.0,37.0,1.0,0.0,14,,21.0%,24.0%
Crimsix,HP,DAL,LON,CHI,2/8/2020,G,#00066,#00017,St Petro,L,FLEX,29.0,30.0,0.97,-1.0,10,,27.0%,23.0%
Crimsix,HP,DAL,LON,CHI,2/8/2020,G,#00063,#00017,Gun Runner,L,FLEX,24.0,31.0,0.77,-7.0,42,,20.0%,22.0%
Crimsix,HP,DAL,LON,CHI,2/8/2020,B,#00098,#00025,Azhir,L,FLEX,39.0,30.0,1.3,9.0,25,,26.0%,20.0%
Crimsix,HP,DAL,LON,SEA,2/8/2020,G,#00081,#00021,Gun Runner,W,FLEX,27.0,28.0,0.96,-1.0,62,,20.0%,21.0%
Crimsix,HP,DAL,LON,LON,2/8/2020,B,#00091,#00023,Hackney,W,FLEX,21.0,21.0,1.0,0.0,85,,18.0%,18.0%
Crimsix,HP,DAL,LON,SEA,2/8/2020,G,#00084,#00021,St Petro,W,FLEX,21.0,22.0,0.95,-1.0,83,,19.0%,20.0%
Crimsix,HP,DAL,LON,LON,2/8/2020,B,#00088,#00023,Rammaza,L,FLEX,21.0,32.0,0.66,-11.0,49,,18.0%,24.0%
Decemate,HP,LAG,LON,CHI,2/8/2020,G,#00056,#00015,Gun Runner,L,SMG,25.0,26.0,0.96,-1.0,4,,22.0%,19.0%
Decemate,HP,LAG,LON,SEA,2/8/2020,G,#00075,#00019,Gun Runner,L,SMG,32.0,30.0,1.07,2.0,57,,22.0%,17.0%
Decemate,HP,LAG,LON,SEA,2/8/2020,G,#00072,#00019,St Petro,W,SMG,23.0,22.0,1.05,1.0,28,,19.0%,19.0%
Denz,HP,PAR,LON,NY,2/8/2020,G,#00049,#00013,Hackney,L,AR,27.0,22.0,1.23,5.0,86,,22.0%,16.0%
Denz,HP,PAR,LON,NY,2/8/2020,G,#00052,#00013,St Petro,L,AR,16.0,17.0,0.94,-1.0,42,,21.0%,17.0%
Denz,HP,PAR,LON,CHI,2/8/2020,B,#00096,#00024,Gun Runner,W,AR,40.0,19.0,2.11,21.0,116,,24.0%,13.0%
Denz,HP,PAR,LON,TOR,2/8/2020,G,#00077,#00020,Gun Runner,L,AR,29.0,27.0,1.07,2.0,53,,23.0%,19.0%
Denz,HP,PAR,LON,NY,2/8/2020,G,#00085,#00022,Rammaza,W,AR,26.0,27.0,0.96,-1.0,93,,23.0%,21.0%
Denz,HP,PAR,LON,TOR,2/8/2020,G,#00080,#00020,Hackney,W,AR,24.0,14.0,1.71,10.0,77,,19.0%,18.0%
Denz,HP,PAR,LON,CHI,2/8/2020,B,#00093,#00024,Hackney,W,AR,22.0,21.0,1.05,1.0,119,,15.0%,18.0%
Dylan,HP,LON,LON,NY,2/8/2020,G,#00067,#00018,Rammaza,L,SMG,31.0,24.0,1.29,7.0,31,,27.0%,20.0%
Dylan,HP,LON,LON,NY,2/8/2020,G,#00070,#00018,Hackney,W,SMG,27.0,25.0,1.08,2.0,11,,21.0%,25.0%
Dylan,HP,LON,LON,TOR,2/8/2020,G,#00062,#00016,Azhir,W,SMG,20.0,33.0,0.61,-13.0,14,,15.0%,26.0%
Dylan,HP,LON,LON,TOR,2/8/2020,G,#00059,#00016,Rammaza,W,SMG,19.0,29.0,0.66,-10.0,24,,16.0%,24.0%
Dylan,HP,LON,LON,DAL,2/8/2020,B,#00088,#00023,Rammaza,W,SMG,25.0,31.0,0.81,-6.0,68,,19.0%,26.0%
Dylan,HP,LON,LON,DAL,2/8/2020,B,#00091,#00023,Hackney,L,SMG,25.0,27.0,0.93,-2.0,21,,22.0%,23.0%
Enable,HP,SEA,LON,DAL,2/8/2020,G,#00053,#00014,Gun Runner,L,Flex,25.0,34.0,0.74,-9.0,15,,16.0%,21.0%
Enable,HP,SEA,LON,LAG,2/8/2020,G,#00075,#00019,Gun Runner,W,SMG,34.0,26.0,1.31,8.0,12,,20.0%,18.0%
Enable,HP,SEA,LON,DAL,2/8/2020,G,#00081,#00021,Gun Runner,L,Flex,30.0,27.0,1.11,3.0,14,,23.0%,20.0%
Enable,HP,SEA,LON,LAG,2/8/2020,G,#00072,#00019,St Petro,L,Flex,24.0,26.0,0.92,-2.0,15,,21.0%,21.0%
Enable,HP,SEA,LON,DAL,2/8/2020,G,#00084,#00021,St Petro,L,SMG,15.0,27.0,0.56,-12.0,22,,13.0%,25.0%
Envoy,HP,CHI,LON,LAG,2/8/2020,G,#00056,#00015,Gun Runner,W,SMG,31.0,22.0,1.41,9.0,63,,22.0%,19.0%
Envoy,HP,CHI,LON,DAL,2/8/2020,G,#00066,#00017,St Petro,W,SMG,30.0,12.0,2.5,18.0,175,,23.0%,11.0%
Envoy,HP,CHI,LON,DAL,2/8/2020,G,#00063,#00017,Gun Runner,W,SMG,22.0,25.0,0.88,-3.0,77,,15.0%,21.0%
Envoy,HP,CHI,LON,DAL,2/8/2020,B,#00098,#00025,Azhir,W,SMG,31.0,35.0,0.89,-4.0,36,,21.0%,23.0%
Envoy,HP,CHI,LON,PAR,2/8/2020,B,#00096,#00024,Gun Runner,L,SMG,30.0,34.0,0.88,-4.0,19,,20.0%,21.0%
Envoy,HP,CHI,LON,PAR,2/8/2020,B,#00093,#00024,Hackney,L,SMG,24.0,23.0,1.04,1.0,80,,21.0%,16.0%
FormaL,HP,CHI,LON,DAL,2/8/2020,G,#00063,#00017,Gun Runner,W,AR,28.0,20.0,1.4,8.0,49,,19.0%,17.0%
FormaL,HP,CHI,LON,DAL,2/8/2020,G,#00066,#00017,St Petro,W,AR,23.0,21.0,1.1,2.0,48,,18.0%,19.0%
FormaL,HP,CHI,LON,LAG,2/8/2020,G,#00056,#00015,Gun Runner,W,AR,22.0,17.0,1.29,5.0,117,,16.0%,15.0%
FormaL,HP,CHI,LON,DAL,2/8/2020,B,#00098,#00025,Azhir,W,AR,37.0,29.0,1.28,8.0,75,,25.0%,19.0%
FormaL,HP,CHI,LON,PAR,2/8/2020,B,#00096,#00024,Gun Runner,L,AR,31.0,32.0,0.97,-1.0,33,,21.0%,19.0%
FormaL,HP,CHI,LON,PAR,2/8/2020,B,#00093,#00024,Hackney,L,AR,27.0,25.0,1.08,2.0,24,,24.0%,17.0%
Gunless,HP,CHI,LON,DAL,2/8/2020,G,#00063,#00017,Gun Runner,W,FLEX,34.0,23.0,1.48,11.0,62,,24.0%,19.0%
Gunless,HP,CHI,LON,LAG,2/8/2020,G,#00056,#00015,Gun Runner,W,FLEX,33.0,24.0,1.38,9.0,71,,24.0%,21.0%
Gunless,HP,CHI,LON,DAL,2/8/2020,G,#00066,#00017,St Petro,W,FLEX,27.0,26.0,1.04,1.0,27,,21.0%,24.0%
Gunless,HP,CHI,LON,PAR,2/8/2020,B,#00096,#00024,Gun Runner,L,FLEX,29.0,31.0,0.94,-2.0,106,,20.0%,19.0%
Gunless,HP,CHI,LON,PAR,2/8/2020,B,#00093,#00024,Hackney,L,FLEX,27.0,33.0,0.82,-6.0,74,,24.0%,23.0%
Gunless,HP,CHI,LON,DAL,2/8/2020,B,#00098,#00025,Azhir,W,FLEX,25.0,33.0,0.76,-8.0,51,,17.0%,22.0%
Huke,HP,DAL,LON,SEA,2/8/2020,G,#00053,#00014,Gun Runner,W,SMG,39.0,31.0,1.22,7.0,75,,22.0%,20.0%
Huke,HP,DAL,LON,CHI,2/8/2020,G,#00063,#00017,Gun Runner,L,SMG,24.0,29.0,0.83,-5.0,8,,20.0%,20.0%
Huke,HP,DAL,LON,CHI,2/8/2020,G,#00066,#00017,St Petro,L,SMG,15.0,25.0,0.6,-10.0,56,,14.0%,19.0%
Huke,HP,DAL,LON,LON,2/8/2020,B,#00091,#00023,Hackney,W,SMG,35.0,24.0,1.46,11.0,22,,29.0%,21.0%
Huke,HP,DAL,LON,SEA,2/8/2020,G,#00081,#00021,Gun Runner,W,SMG,28.0,28.0,1.0,0.0,51,,21.0%,21.0%
Huke,HP,DAL,LON,LON,2/8/2020,B,#00088,#00023,Rammaza,L,SMG,27.0,29.0,0.93,-2.0,9,,23.0%,22.0%
Huke,HP,DAL,LON,SEA,2/8/2020,G,#00084,#00021,St Petro,W,SMG,23.0,21.0,1.1,2.0,87,,21.0%,19.0%
Huke,HP,DAL,LON,CHI,2/8/2020,B,#00098,#00025,Azhir,L,SMG,23.0,34.0,0.68,-11.0,58,,15.0%,23.0%
iLLey,HP,DAL,LON,SEA,2/8/2020,G,#00053,#00014,Gun Runner,W,FLEX,27.0,29.0,1.29,9.0,84,,23.0%,20.0%
iLLey,HP,DAL,LON,CHI,2/8/2020,G,#00063,#00017,Gun Runner,L,FLEX,23.0,29.0,0.79,-6.0,41,,19.0%,20.0%
iLLey,HP,DAL,LON,CHI,2/8/2020,G,#00066,#00017,St Petro,L,FLEX,16.0,29.0,0.55,-13.0,45,,15.0%,22.0%
iLLey,HP,DAL,LON,LON,2/8/2020,B,#00088,#00023,Rammaza,L,FLEX,28.0,27.0,1.04,1.0,91,,24.0%,20.0%
iLLey,HP,DAL,LON,LON,2/8/2020,B,#00091,#00023,Hackney,W,FLEX,28.0,25.0,1.12,3.0,86,,23.0%,22.0%
iLLey,HP,DAL,LON,CHI,2/8/2020,B,#00098,#00025,Azhir,L,FLEX,24.0,30.0,0.8,-6.0,25,,16.0%,20.0%
iLLey,HP,DAL,LON,SEA,2/8/2020,G,#00084,#00021,St Petro,W,FLEX,23.0,30.0,0.77,-7.0,2,,21.0%,27.0%
iLLey,HP,DAL,LON,SEA,2/8/2020,G,#00081,#00021,Gun Runner,W,FLEX,20.0,28.0,0.71,-8.0,79,,15.0%,21.0%
Jurd,HP,LON,LON,TOR,2/8/2020,G,#00062,#00016,Azhir,W,SMG,26.0,28.0,0.93,-2.0,23,,20.0%,22.0%
Jurd,HP,LON,LON,NY,2/8/2020,G,#00067,#00018,Rammaza,L,SMG,23.0,30.0,0.77,-7.0,54,,20.0%,25.0%
Jurd,HP,LON,LON,TOR,2/8/2020,G,#00059,#00016,Rammaza,W,SMG,21.0,25.0,0.84,-4.0,54,,18.0%,20.0%
Jurd,HP,LON,LON,NY,2/8/2020,G,#00070,#00018,Hackney,W,SMG,19.0,13.0,1.46,6.0,116,,15.0%,13.0%
Jurd,HP,LON,LON,DAL,2/8/2020,B,#00088,#00023,Rammaza,W,SMG,20.0,21.0,0.95,-1.0,105,,15.0%,18.0%
Jurd,HP,LON,LON,DAL,2/8/2020,B,#00091,#00023,Hackney,L,SMG,17.0,27.0,0.63,-10.0,50,,15.0%,23.0%
Karma,HP,SEA,LON,DAL,2/8/2020,G,#00053,#00014,Gun Runner,L,FLEX,29.0,36.0,0.81,-7.0,40,,19.0%,22.0%
Karma,HP,SEA,LON,LAG,2/8/2020,G,#00075,#00019,Gun Runner,W,FLEX,37.0,34.0,1.09,3.0,15,,21.0%,23.0%
Karma,HP,SEA,LON,DAL,2/8/2020,G,#00081,#00021,Gun Runner,L,FLEX,23.0,27.0,0.85,-4.0,16,,18.0%,20.0%
Karma,HP,SEA,LON,LAG,2/8/2020,G,#00072,#00019,St Petro,L,FLEX,18.0,27.0,0.67,-9.0,47,,16.0%,22.0%
Karma,HP,SEA,LON,DAL,2/8/2020,G,#00084,#00021,St Petro,L,FLEX,17.0,22.0,0.77,-5.0,32,,15.0%,20.0%
KiSMET,HP,PAR,LON,NY,2/8/2020,G,#00049,#00013,Hackney,L,SMG,24.0,31.0,0.77,-7.0,60,,20.0%,23.0%
KiSMET,HP,PAR,LON,NY,2/8/2020,G,#00052,#00013,St Petro,L,SMG,14.0,26.0,0.54,-12.0,16,,18.0%,26.0%
KiSMET,HP,PAR,LON,TOR,2/8/2020,G,#00080,#00020,Hackney,W,SMG,37.0,18.0,2.06,19.0,42,,30.0%,23.0%
KiSMET,HP,PAR,LON,CHI,2/8/2020,B,#00093,#00024,Hackney,W,SMG,33.0,27.0,1.22,6.0,21,,23.0%,24.0%
KiSMET,HP,PAR,LON,CHI,2/8/2020,B,#00096,#00024,Gun Runner,W,SMG,29.0,37.0,0.78,-8.0,42,,18.0%,25.0%
KiSMET,HP,PAR,LON,NY,2/8/2020,G,#00085,#00022,Rammaza,W,SMG,27.0,28.0,0.96,-1.0,45,,24.0%,22.0%
KiSMET,HP,PAR,LON,TOR,2/8/2020,G,#00077,#00020,Gun Runner,L,SMG,26.0,33.0,0.79,-7.0,32,,21.0%,23.0%
Lacefield,HP,LAG,LON,CHI,2/8/2020,G,#00056,#00015,Gun Runner,L,FLEX,17.0,31.0,0.55,-14.0,45,,15.0%,22.0%
Lacefield,HP,LAG,LON,SEA,2/8/2020,G,#00072,#00019,St Petro,W,FLEX,25.0,19.0,1.32,6.0,126,,21.0%,17.0%
Lacefield,HP,LAG,LON,SEA,2/8/2020,G,#00075,#00019,Gun Runner,L,FLEX,20.0,31.0,0.65,-11.0,44,,14.0%,18.0%
Loony,HP,TOR,LON,LON,2/8/2020,G,#00059,#00016,Rammaza,L,SMG,21.0,23.0,0.91,-2.0,42,,17.0%,19.0%
Loony,HP,TOR,LON,LON,2/8/2020,G,#00062,#00016,Azhir,L,SMG,18.0,28.0,0.64,-10.0,52,,14.0%,22.0%
Loony,HP,TOR,LON,PAR,2/8/2020,G,#00077,#00020,Gun Runner,W,SMG,24.0,25.0,0.96,-1.0,29,,17.0%,20.0%
Loony,HP,TOR,LON,PAR,2/8/2020,G,#00080,#00020,Hackney,L,SMG,11.0,21.0,0.52,-10.0,39,,14.0%,17.0%
Louqa,HP,PAR,LON,NY,2/8/2020,G,#00049,#00013,Hackney,L,FLEX,26.0,31.0,0.84,-5.0,7,,21.0%,23.0%
Louqa,HP,PAR,LON,NY,2/8/2020,G,#00052,#00013,St Petro,L,Flex,13.0,26.0,0.5,-13.0,12,,17.0%,26.0%
Louqa,HP,PAR,LON,CHI,2/8/2020,B,#00096,#00024,Gun Runner,W,FLEX,32.0,32.0,1.0,0.0,83,,19.0%,22.0%
Louqa,HP,PAR,LON,CHI,2/8/2020,B,#00093,#00024,Hackney,W,FLEX,30.0,20.0,1.5,10.0,55,,21.0%,18.0%
Louqa,HP,PAR,LON,TOR,2/8/2020,G,#00077,#00020,Gun Runner,L,FLEX,25.0,33.0,0.76,-8.0,40,,20.0%,23.0%
Louqa,HP,PAR,LON,TOR,2/8/2020,G,#00080,#00020,Hackney,W,FLEX,23.0,15.0,1.53,8.0,73,,18.0%,19.0%
Louqa,HP,PAR,LON,NY,2/8/2020,G,#00085,#00022,Rammaza,W,FLEX,20.0,25.0,0.8,-5.0,69,,18.0%,20.0%
Methodz,HP,TOR,LON,LON,2/8/2020,G,#00062,#00016,Azhir,L,AR,26.0,23.0,1.13,3.0,52,,20.0%,18.0%
Methodz,HP,TOR,LON,LON,2/8/2020,G,#00059,#00016,Rammaza,L,AR,25.0,22.0,1.14,3.0,14,,20.0%,18.0%
Methodz,HP,TOR,LON,PAR,2/8/2020,G,#00077,#00020,Gun Runner,W,AR,21.0,18.0,1.17,3.0,109,,14.0%,14.0%
Methodz,HP,TOR,LON,PAR,2/8/2020,G,#00080,#00020,Hackney,L,AR,17.0,23.0,0.74,-6.0,36,,21.0%,18.0%
Octane,HP,SEA,LON,DAL,2/8/2020,G,#00053,#00014,Gun Runner,L,AR,36.0,26.0,1.38,10.0,131,,23.0%,16.0%
Octane,HP,SEA,LON,LAG,2/8/2020,G,#00075,#00019,Gun Runner,W,AR,41.0,25.0,1.64,16.0,108,,24.0%,17.0%
Octane,HP,SEA,LON,DAL,2/8/2020,G,#00084,#00021,St Petro,L,AR,30.0,17.0,1.76,13.0,92,,27.0%,16.0%
Octane,HP,SEA,LON,LAG,2/8/2020,G,#00072,#00019,St Petro,L,AR,30.0,21.0,1.43,9.0,56,,27.0%,17.0%
Octane,HP,SEA,LON,DAL,2/8/2020,G,#00081,#00021,Gun Runner,L,AR,26.0,24.0,1.08,2.0,103,,20.0%,18.0%
Rated,HP,LON,LON,TOR,2/8/2020,G,#00062,#00016,Azhir,W,FLEX,28.0,25.0,1.12,3.0,104,,22.0%,20.0%
Rated,HP,LON,LON,NY,2/8/2020,G,#00070,#00018,Hackney,W,FLEX,23.0,20.0,1.15,3.0,42,,18.0%,20.0%
Rated,HP,LON,LON,NY,2/8/2020,G,#00067,#00018,Rammaza,L,FLEX,19.0,21.0,0.9,-2.0,57,,17.0%,18.0%
Rated,HP,LON,LON,TOR,2/8/2020,G,#00059,#00016,Rammaza,W,FLEX,16.0,22.0,0.73,-6.0,128,,13.0%,18.0%
Rated,HP,LON,LON,DAL,2/8/2020,B,#00088,#00023,Rammaza,W,FLEX,27.0,24.0,1.13,3.0,67,,20.0%,20.0%
Rated,HP,LON,LON,DAL,2/8/2020,B,#00091,#00023,Hackney,L,FLEX,19.0,21.0,0.9,-2.0,105,,16.0%,18.0%
Saints,HP,LAG,LON,CHI,2/8/2020,G,#00056,#00015,Gun Runner,L,SMG,26.0,27.0,0.96,-1.0,42,,23.0%,19.0%
Saints,HP,LAG,LON,SEA,2/8/2020,G,#00075,#00019,Gun Runner,L,SMG,32.0,36.0,0.89,-4.0,60,,22.0%,21.0%
Saints,HP,LAG,LON,SEA,2/8/2020,G,#00072,#00019,St Petro,W,SMG,23.0,26.0,0.88,-3.0,28,,19.0%,23.0%
Scump,HP,CHI,LON,DAL,2/8/2020,G,#00063,#00017,Gun Runner,W,SMG,34.0,24.0,1.42,10.0,101,,24.0%,20.0%
Scump,HP,CHI,LON,LAG,2/8/2020,G,#00056,#00015,Gun Runner,W,SMG,31.0,28.0,1.11,3.0,28,,22.0%,25.0%
